"binary", "filename", "configuration", "rate", "time"
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='</i> to the Caterpillar'", 12031.868569643042, 0.08311261
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='</i> to the Caterpillar'", 14587.808842695003, 0.068550391
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='</i> to the Caterpillar'", 13529.671781121624, 0.073911623
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='@'", 745671.0069690412, 0.001341074
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='@'", 778343.9797817367, 0.001284779
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='@'", 410267.1823998661, 0.002437436
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='@'", 510606.31436192594, 0.001958456
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='@'", 859346.4670118374, 0.001163675
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='@'", 602685.5668860442, 0.00165924
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='@'", 1093381.3254843133, 0.000914594
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='@'", 817633.4091552049, 0.001223042
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='SQ'", 353749.3897823026, 0.00282686
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='SQ'", 396806.9736444776, 0.002520117
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='SQ'", 329169.0161105192, 0.003037953
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='SQ'", 321470.8448446685, 0.003110702
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='SQ'", 210372.6773015665, 0.004753469
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='SQ'", 206955.355590692, 0.00483196
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='SQ'", 423017.3915140173, 0.002363969
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='SQ'", 316009.98212331533, 0.003164457
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='10x'", 835216.0495116075, 0.001197295
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='10x'", 1033727.4246852042, 0.000967373
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='10x'", 644205.3726728081, 0.0015523
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='10x'", 399774.6869864145, 0.002501409
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='10x'", 689004.1822553863, 0.00145137
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='10x'", 387880.1419331015, 0.002578116
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='10x'", 795746.2587989642, 0.001256682
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='10x'", 357432.8884008738, 0.002797728
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='--l'", 111693.94251358505, 0.008953037
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='--l'", 110499.65513057634, 0.009049802
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='--l'", 116115.48195588634, 0.008612116
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='--l'", 106489.76303258991, 0.009390574
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='--l'", 62590.33741637228, 0.015976907
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='--l'", 59487.35581380339, 0.016810295
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='--l'", 85055.93576031373, 0.011756969
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='--l'", 90829.89549748032, 0.011009591
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Alice'", 973010.6311141555, 0.001027738
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Alice'", 810987.2553352824, 0.001233065
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Alice'", 1194955.8523560348, 0.000836851
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Alice'", 812677.1128182749, 0.001230501
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Alice'", 1156839.6990365838, 0.000864424
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Alice'", 679137.9023467611, 0.001472455
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Alice'", 1178343.4611953823, 0.000848649
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Alice'", 727229.3579582891, 0.001375082
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Gryphon'", 228229.1630768121, 0.004381561
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Gryphon'", 193293.90008908915, 0.005173469
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Gryphon'", 175697.14871639176, 0.005691612
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Gryphon'", 140946.0751592127, 0.007094912
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Gryphon'", 87754.1304772289, 0.011395475
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Gryphon'", 78987.5065460896, 0.01266023
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Gryphon'", 200734.44719539853, 0.004981706
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Gryphon'", 202777.27815709522, 0.004931519
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Panther'", 167016.00848441324, 0.00598745
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Panther'", 139734.59370210598, 0.007156424
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Panther'", 159709.83916420647, 0.006261355
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Panther'", 154734.56832150128, 0.00646268
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Panther'", 54207.522876658804, 0.018447624
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Panther'", 37184.893815375, 0.026892641
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Panther'", 103033.14112500855, 0.009705615
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Panther'", 86954.96411107766, 0.011500206
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Ou est ma chatte?'", 53013.856284630965, 0.018862993
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Ou est ma chatte?'", 55133.50246821664, 0.018137792
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Ou est ma chatte?'", 50330.55599259255, 0.019868646
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Ou est ma chatte?'", 44470.97088445512, 0.022486579
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Ou est ma chatte?'", 45397.36540929584, 0.02202771
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Ou est ma chatte?'", 45422.15326533728, 0.022015689
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Ou est ma chatte?'", 50414.243758111654, 0.019835664
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Ou est ma chatte?'", 48201.517046346, 0.020746235
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='found it very'", 9240.2621358877, 0.108222038
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='found it very'", 9188.35797555996, 0.108833374
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='found it very'", 8601.33243068657, 0.116261057
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='found it very'", 9215.69351876771, 0.108510553
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='found it very'", 8129.314831999132, 0.123011597
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='found it very'", 8273.971723205197, 0.12086094
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='found it very'", 9446.098451035388, 0.105863813
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='found it very'", 9174.947439019857, 0.10899245
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='among mad people'", 15468.540307017423, 0.064647341
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='among mad people'", 15950.151819925084, 0.062695328
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='among mad people'", 15620.052592404676, 0.064020271
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='among mad people'", 14620.03885977089, 0.068399271
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='among mad people'", 13952.917470627957, 0.071669599
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='among mad people'", 13873.637714562918, 0.072079149
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='among mad people'", 16057.317687382714, 0.062276902
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='among mad people'", 15446.393830833875, 0.06474003
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='neighbouring pool'", 8702.444999786137, 0.114910235
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='neighbouring pool'", 8597.296855117407, 0.11631563
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='neighbouring pool'", 8528.527810390631, 0.117253531
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='neighbouring pool'", 8396.581070044002, 0.119096093
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='neighbouring pool'", 7122.0258277702715, 0.140409488
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='neighbouring pool'", 7588.610497340078, 0.13177643
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='neighbouring pool'", 8442.629718071805, 0.118446507
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='neighbouring pool'", 6313.717843169586, 0.158385285
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Soo--oop'", 6531.697199792828, 0.153099565
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Soo--oop'", 7100.862893308363, 0.140827955
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Soo--oop'", 6415.091415309272, 0.155882424
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Soo--oop'", 6824.755950480826, 0.146525386
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Soo--oop'", 4772.572210771469, 0.209530617
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Soo--oop'", 2453.7382977785346, 0.407541424
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Soo--oop'", 3303.26890665185, 0.302730425
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Soo--oop'", 4341.030185327348, 0.230360066
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='aaaaaaaaaaaaaaaaa'", 10709.285395944557, 0.093376912
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='aaaaaaaaaaaaaaaaa'", 11737.04856303608, 0.085200295
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='aaaaaaaaaaaaaaaaa'", 12235.517362578437, 0.081729278
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='aaaaaaaaaaaaaaaaa'", 11627.64697714957, 0.086001923
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='aaaaaaaaaaaaaaaaa'", 8081.760193792851, 0.123735421
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='aaaaaaaaaaaaaaaaa'", 9901.26988340839, 0.100997146
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 4361.002571814047, 0.22930507
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='aaaaaaaaaaaaaaaaa'", 9955.618152942725, 0.100445797
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 34870.59174696783, 0.02867746
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='venture to go near the house till she had brought herself down to'", 33909.55386081633, 0.029490214
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 30771.986992434922, 0.032497089
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='venture to go near the house till she had brought herself down to'", 30797.560734637624, 0.032470104
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 20074.388053860144, 0.049814719
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='venture to go near the house till she had brought herself down to'", 27147.19150223409, 0.036836223
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='venture to go near the house till she had brought herself down to'", 34020.66415140557, 0.0293939
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='venture to go near the house till she had brought herself down to'", 31777.775221432305, 0.031468534
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='</i> to the Caterpillar'", 12079.923674210257, 0.08278198
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='</i> to the Caterpillar'", 13311.786166282658, 0.075121399
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='</i> to the Caterpillar'", 14164.795697822923, 0.070597559
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='</i> to the Caterpillar'", 13381.70050849659, 0.074728918
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='</i> to the Caterpillar'", 10660.48665462714, 0.093804348
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='</i> to the Caterpillar'", 9442.072291640234, 0.105908954
"new", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='</i> to the Caterpillar'", 14244.030148914213, 0.07020485
"new", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='</i> to the Caterpillar'", 13656.741170244239, 0.073223911
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='@'", 1077446.8818687238, 0.00092812
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='@'", 608291.7464542674, 0.001643948
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='@'", 484503.4009716231, 0.002063969
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='@'", 418530.6977618234, 0.002389311
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='@'", 527771.3272393338, 0.00189476
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='@'", 425718.86888199416, 0.002348968
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='@'", 543741.8574656844, 0.001839108
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='@'", 439471.96564383956, 0.002275458
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='SQ'", 326908.3849058553, 0.003058961
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='SQ'", 289577.7493090675, 0.003453304
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='SQ'", 274863.7637754847, 0.003638166
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='SQ'", 242793.75981190283, 0.004118722
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='SQ'", 81753.28086135257, 0.012231925
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='SQ'", 163011.5935475447, 0.006134533
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='SQ'", 407173.9157874764, 0.002455953
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='SQ'", 203247.69491708002, 0.004920105
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='10x'", 589073.8580803261, 0.00169758
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='10x'", 910904.4370155126, 0.00109781
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='10x'", 506257.8533249497, 0.001975278
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='10x'", 531962.1477014181, 0.001879833
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='10x'", 776203.4646617849, 0.001288322
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='10x'", 628339.2302970096, 0.001591497
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='10x'", 486282.4581383746, 0.002056418
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='10x'", 640900.336793127, 0.001560305
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='--l'", 60593.58934367205, 0.016503396
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='--l'", 68348.62611059683, 0.014630872
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='--l'", 69004.8119125491, 0.014491743
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='--l'", 50337.03666267863, 0.019866088
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='--l'", 54453.96989588509, 0.018364134
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='--l'", 42598.911904513, 0.023474778
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='--l'", 89762.44100700173, 0.011140517
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='--l'", 74283.04603870057, 0.013462022
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Alice'", 1021183.4290522601, 0.000979256
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Alice'", 598470.5486658296, 0.001670926
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Alice'", 914317.4802873152, 0.001093712
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Alice'", 465842.3431124511, 0.002146649
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Alice'", 783346.676338387, 0.001276574
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Alice'", 489021.46804244706, 0.0020449
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Alice'", 612012.3332725401, 0.001633954
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Alice'", 860852.6401059193, 0.001161639
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Gryphon'", 207384.5920299198, 0.004821959
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Gryphon'", 202142.6718935371, 0.004947001
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Gryphon'", 198870.33693805704, 0.005028402
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Gryphon'", 197439.2134021738, 0.00506485
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Gryphon'", 71923.77173437487, 0.013903609
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Gryphon'", 52665.642530582016, 0.018987711
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Gryphon'", 117380.70129804275, 0.008519288
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Gryphon'", 163968.2144336956, 0.006098743
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Panther'", 91703.42598497274, 0.010904718
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Panther'", 164511.75461163462, 0.006078593
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Panther'", 155799.93294370887, 0.006418488
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Panther'", 122603.27456181897, 0.008156389
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Panther'", 72790.09984763576, 0.013738132
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='ucs2' search='Panther'", 71682.49643182453, 0.013950407
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='binary' search='Panther'", 156825.79571056357, 0.006376502
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='binary' search='Panther'", 91464.33764316341, 0.010933223
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='undefined' search='Ou est ma chatte?'", 39379.84618232081, 0.0253937
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='undefined' search='Ou est ma chatte?'", 41668.602520492095, 0.023998885
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='utf8' search='Ou est ma chatte?'", 39918.61871040746, 0.025050967
"old", "buffers/buffer-indexof.js", "n=1000 type='string' encoding='utf8' search='Ou est ma chatte?'", 46639.909350672184, 0.021440865
"old", "buffers/buffer-indexof.js", "n=1000 type='buffer' encoding='ucs2' search='Ou est ma chatte?'", 38169.972720683894, 0.026198604
